model,source_path,count,control,metric,selected_value,control_value,selected_minus_control
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,bos_repeat_only,ppl_ratio_vs_clean,21.327679129120913,19.06979960563349,2.2578795234874214
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,bos_repeat_only,inserted_attention_mean,0.7527715414762497,0.7370787064234415,0.015692835052808163
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,bos_repeat_only,inserted_minus_bos_mean,0.7515227878466249,0.7255548750981688,0.025967912748456
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,random_copy_bos,ppl_ratio_vs_clean,21.327679129120913,19.100017294363326,2.227661834757587
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,random_copy_bos,inserted_attention_mean,0.7527715414762497,0.7371284033482274,0.015643138128022316
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,random_copy_bos,inserted_minus_bos_mean,0.7515227878466249,0.7256044624373317,0.025918325409293175
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,ordinary_repeat_only,ppl_ratio_vs_clean,21.327679129120913,0.996328868035622,20.33135026108529
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,ordinary_repeat_only,inserted_attention_mean,0.7527715414762497,0.0035621874182349225,0.7492093540580148
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,64,ordinary_repeat_only,inserted_minus_bos_mean,0.7515227878466249,-0.6212721805398663,1.3727949683864913
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,bos_repeat_only,ppl_ratio_vs_clean,0.9692079480232821,0.9652399720391664,0.00396797598411569
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,bos_repeat_only,inserted_attention_mean,0.49230319711690146,0.4378646065791448,0.05443859053775668
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,bos_repeat_only,inserted_minus_bos_mean,0.490772588023295,0.3831639306930204,0.10760865733027458
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,random_copy_bos,ppl_ratio_vs_clean,0.9692079480232821,0.9651406696731311,0.004067278350151082
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,random_copy_bos,inserted_attention_mean,0.49230319711690146,0.4378904798068106,0.05441271731009084
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,random_copy_bos,inserted_minus_bos_mean,0.490772588023295,0.38316814027105767,0.10760444775223732
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,ordinary_repeat_only,ppl_ratio_vs_clean,0.9692079480232821,0.9744184774034689,-0.005210529380186735
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,ordinary_repeat_only,inserted_attention_mean,0.49230319711690146,0.0035349237429424343,0.488768273373959
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,8,ordinary_repeat_only,inserted_minus_bos_mean,0.490772588023295,-0.42832733302687603,0.919099921050171
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,bos_repeat_only,ppl_ratio_vs_clean,0.985474065962601,0.9829483405913055,0.002525725371295473
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,bos_repeat_only,inserted_attention_mean,0.5072240852750838,0.4750084419113894,0.03221564336369437
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,bos_repeat_only,inserted_minus_bos_mean,0.5060509727336466,0.44534782599657774,0.06070314673706889
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,ppl_ratio_vs_clean,0.985474065962601,0.9830808952085336,0.0023931707540674196
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,inserted_attention_mean,0.5072240852750838,0.4749897716877361,0.032234313587347685
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,inserted_minus_bos_mean,0.5060509727336466,0.4453377639874816,0.06071320874616504
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,ppl_ratio_vs_clean,0.985474065962601,0.9705078163174724,0.014966249645128604
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,inserted_attention_mean,0.5072240852750838,0.0044684409064454185,0.5027556443686384
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,inserted_minus_bos_mean,0.5060509727336466,-0.4266077005304396,0.9326586732640862
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,ppl_ratio_vs_clean,1.0179670890205517,1.0137423332957394,0.00422475572481229
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,inserted_attention_mean,0.5235601187062761,0.5039796714360515,0.019580447270224566
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,inserted_minus_bos_mean,0.522676610853523,0.4882589296127359,0.03441768124078709
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,ppl_ratio_vs_clean,1.0179670890205517,1.0143935674553413,0.0035735215652104024
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,inserted_attention_mean,0.5235601187062761,0.504025143571198,0.01953497513507807
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,inserted_minus_bos_mean,0.522676610853523,0.4883033945225179,0.034373216331005096
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,ppl_ratio_vs_clean,1.0179670890205517,0.9684465367588845,0.04952055226166718
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,inserted_attention_mean,0.5235601187062761,0.005894506515081351,0.5176656121911947
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,inserted_minus_bos_mean,0.522676610853523,-0.4236511131748557,0.9463277240283787
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,64,bos_repeat_only,ppl_ratio_vs_clean,1.071520673939611,1.0649747237027758,0.006545950236835241
qwen3_4b,outputs/sink_hijacking_attack/repeated_bos_prefix/qwen3_4b_20260714/repeated_bos_prefix_metrics.csv,64,bos_repeat_only,inserted_attention_mean,0.5403539060304562,0.5275651573513945,0.012788748679061657
